Day,Entry Time,Exit Time,Meal Type,Number of People,Time Spent (minutes),Bill Amount ($),Gender,Table Location,Reservation,Customer Satisfaction,Live Music,Age Group,Weather Condition
Tuesday,09:04,10:03,Dinner,5,119,125.04,Male,Patio,TRUE,3,TRUE,56-65,Sunny
Tuesday,08:10,10:53,Lunch,6,163,152.2,Female,Center,FALSE,4,TRUE,18-25,Cloudy
Friday,20:09,22:06,Dinner,1,177,136.15,Female,Patio,FALSE,4,TRUE,46-55,Rainy
Friday,12:58,14:07,Lunch,4,129,143.26,Male,Center,TRUE,5,TRUE,36-45,Rainy
Thursday,10:35,12:24,Breakfast,2,169,128.72,Female,Window,FALSE,3,FALSE,46-55,Rainy
Monday,22:07,23:16,Breakfast,1,69,104.6,Female,Center,FALSE,5,TRUE,65+,Sunny
Thursday,16:19,17:01,Lunch,6,102,119.88,Other,Patio,TRUE,5,FALSE,18-25,Snowy
Saturday,20:44,21:15,Dinner,6,91,65.4,Male,Window,TRUE,3,FALSE,36-45,Sunny
Tuesday,17:07,18:54,Lunch,6,107,117.85,Male,Center,FALSE,2,TRUE,36-45,Snowy
Tuesday,12:51,13:55,Dinner,1,64,62.84,Male,Patio,FALSE,4,TRUE,46-55,Cloudy
Monday,22:34,23:02,Dinner,5,88,70.92,Other,Center,TRUE,3,TRUE,26-35,Snowy
Wednesday,22:11,24:07:00,Dinner,6,176,138.86,Male,Center,FALSE,5,FALSE,65+,Sunny
Monday,17:08,19:43,Lunch,4,155,93.97,Female,Patio,FALSE,1,FALSE,36-45,Snowy
Friday,11:28,11:16,Dinner,4,48,61.74,Male,Patio,TRUE,4,FALSE,18-25,Rainy
Wednesday,09:02,10:23,Lunch,6,81,112.01,Male,Patio,TRUE,5,FALSE,26-35,Cloudy
Sunday,08:48,10:28,Breakfast,5,160,147.49,Female,Patio,TRUE,5,TRUE,65+,Sunny
Friday,12:22,12:20,Dinner,5,58,59.11,Female,Center,FALSE,3,TRUE,56-65,Cloudy
Sunday,10:03,12:49,Breakfast,1,166,111.86,Male,Window,TRUE,1,FALSE,18-25,Snowy
Monday,20:42,22:48,Lunch,2,126,142.99,Other,Window,FALSE,5,TRUE,18-25,Sunny
Saturday,22:30,23:19,Breakfast,2,109,88.59,Female,Window,TRUE,2,TRUE,26-35,Rainy
Monday,14:24,15:17,Breakfast,4,113,115.28,Female,Center,TRUE,2,TRUE,65+,Snowy
Tuesday,10:26,11:14,Lunch,3,108,135.13,Male,Patio,TRUE,5,FALSE,36-45,Sunny
Thursday,13:27,13:11,Lunch,2,44,49.77,Other,Window,FALSE,2,FALSE,26-35,Sunny
Thursday,21:06,23:29,Dinner,4,143,119.02,Male,Center,TRUE,2,FALSE,65+,Cloudy
Saturday,18:51,19:28,Dinner,5,97,93.07,Male,Window,TRUE,5,TRUE,26-35,Snowy
Sunday,21:20,23:24,Dinner,1,124,132.52,Other,Patio,FALSE,5,FALSE,18-25,Rainy
Tuesday,12:25,13:19,Lunch,5,114,115.29,Other,Patio,TRUE,5,FALSE,36-45,Rainy
Monday,17:15,19:57,Dinner,5,162,127.87,Female,Patio,FALSE,2,FALSE,26-35,Snowy
Saturday,14:23,15:59,Dinner,1,96,86.33,Female,Patio,FALSE,2,FALSE,46-55,Snowy
Sunday,10:57,10:33,Lunch,2,36,42.87,Female,Window,TRUE,1,TRUE,56-65,Snowy
Friday,21:30,23:36,Lunch,4,126,100.57,Male,Patio,FALSE,2,FALSE,18-25,Rainy
Tuesday,12:10,12:43,Lunch,5,33,57.95,Female,Window,FALSE,1,TRUE,36-45,Snowy
Saturday,16:29,16:19,Dinner,5,50,82.85,Female,Patio,TRUE,4,TRUE,56-65,Sunny
Friday,10:28,12:08,Breakfast,5,160,123.32,Male,Center,TRUE,3,FALSE,46-55,Cloudy
Sunday,22:50,23:39,Dinner,5,109,110.9,Male,Center,TRUE,5,FALSE,65+,Sunny
Monday,12:49,14:02,Lunch,6,133,93.21,Female,Center,TRUE,3,FALSE,46-55,Cloudy
Friday,22:22,22:06,Dinner,3,44,48.24,Female,Patio,FALSE,5,FALSE,26-35,Rainy
Saturday,08:33,09:28,Dinner,2,115,132.08,Female,Center,TRUE,5,TRUE,26-35,Snowy
Monday,20:56,22:54,Breakfast,2,178,174.31,Female,Patio,TRUE,1,TRUE,26-35,Rainy
Thursday,08:22,10:53,Breakfast,1,151,130.44,Other,Patio,TRUE,5,TRUE,36-45,Snowy
Tuesday,20:09,21:06,Breakfast,3,117,101.84,Female,Window,FALSE,3,FALSE,65+,Cloudy
Thursday,20:33,21:49,Lunch,6,76,77.87,Other,Center,TRUE,4,FALSE,46-55,Rainy
Friday,20:03,21:08,Breakfast,2,65,50.52,Female,Center,FALSE,2,TRUE,18-25,Cloudy
Sunday,21:00,22:40,Dinner,4,100,76.53,Male,Center,FALSE,1,TRUE,65+,Snowy
Wednesday,19:10,21:59,Breakfast,2,169,153.7,Female,Patio,FALSE,3,TRUE,36-45,Cloudy
Friday,17:02,18:20,Dinner,3,78,99.79,Female,Window,FALSE,3,TRUE,56-65,Sunny
Friday,22:49,24:22:00,Dinner,6,153,113.81,Female,Center,FALSE,5,FALSE,26-35,Snowy
Sunday,10:31,12:05,Lunch,4,154,150.38,Male,Center,TRUE,4,FALSE,26-35,Cloudy
Tuesday,21:20,22:19,Lunch,1,119,109.09,Other,Center,FALSE,4,FALSE,56-65,Sunny
Tuesday,14:05,16:55,Lunch,5,170,123.32,Male,Patio,TRUE,2,TRUE,46-55,Cloudy
Monday,14:30,14:08,Dinner,6,38,74.01,Female,Center,FALSE,1,TRUE,36-45,Snowy
Wednesday,10:57,12:51,Breakfast,4,174,147.28,Male,Patio,FALSE,1,TRUE,36-45,Cloudy
Saturday,15:21,17:09,Breakfast,3,168,134.05,Female,Center,TRUE,2,TRUE,26-35,Cloudy
Tuesday,18:30,19:07,Dinner,6,97,109.12,Other,Patio,TRUE,4,FALSE,65+,Snowy
Tuesday,12:53,14:25,Breakfast,1,152,123.15,Other,Patio,FALSE,2,FALSE,65+,Rainy
Monday,09:08,09:59,Dinner,6,51,42.01,Other,Center,FALSE,3,FALSE,36-45,Cloudy
Thursday,11:27,13:51,Lunch,5,144,115.05,Other,Window,FALSE,4,FALSE,36-45,Sunny
Wednesday,20:48,22:32,Breakfast,3,164,196.22,Female,Patio,TRUE,4,TRUE,26-35,Sunny
Thursday,21:57,23:59,Breakfast,5,122,158.06,Female,Patio,TRUE,5,TRUE,18-25,Cloudy
Sunday,14:03,16:11,Dinner,6,128,128.29,Other,Patio,FALSE,1,TRUE,36-45,Sunny
Saturday,16:31,18:15,Dinner,5,164,134.29,Female,Patio,FALSE,4,FALSE,18-25,Rainy
Friday,16:39,18:27,Lunch,1,168,119.7,Male,Window,FALSE,1,TRUE,36-45,Sunny
Monday,08:59,09:13,Breakfast,4,74,109.21,Male,Patio,TRUE,4,TRUE,56-65,Cloudy
Thursday,15:22,16:01,Lunch,5,99,83.53,Other,Center,TRUE,1,TRUE,26-35,Sunny
Thursday,08:09,09:09,Breakfast,6,60,107.82,Female,Window,TRUE,4,TRUE,46-55,Snowy
Monday,08:21,09:16,Dinner,2,115,107.19,Other,Patio,FALSE,2,FALSE,46-55,Snowy
Wednesday,18:08,18:59,Breakfast,6,51,97.25,Female,Center,TRUE,5,TRUE,36-45,Sunny
Tuesday,14:36,16:37,Dinner,6,121,73.77,Female,Window,FALSE,2,FALSE,36-45,Snowy
Monday,19:18,21:45,Dinner,6,147,139.77,Male,Window,FALSE,4,TRUE,18-25,Sunny
Tuesday,17:24,19:36,Dinner,6,132,160.05,Male,Patio,TRUE,4,TRUE,18-25,Snowy
Wednesday,12:47,14:31,Breakfast,1,164,140.6,Male,Center,TRUE,4,FALSE,56-65,Cloudy
Wednesday,09:16,11:49,Breakfast,3,153,125.15,Other,Window,FALSE,3,FALSE,56-65,Snowy
Sunday,16:14,17:37,Dinner,3,83,106.04,Male,Window,TRUE,5,FALSE,18-25,Sunny
Tuesday,21:53,23:42,Lunch,3,169,149.98,Female,Patio,TRUE,1,TRUE,18-25,Rainy
Saturday,10:51,11:01,Dinner,4,70,96.11,Male,Window,FALSE,2,TRUE,18-25,Rainy
Thursday,17:31,18:20,Lunch,6,109,107.28,Female,Patio,TRUE,5,TRUE,18-25,Cloudy
Monday,22:43,23:57,Breakfast,2,74,102.72,Other,Center,FALSE,4,FALSE,26-35,Rainy
Friday,17:48,18:42,Breakfast,2,114,94.56,Male,Center,FALSE,5,FALSE,65+,Rainy
Friday,19:19,21:47,Lunch,5,148,142.33,Male,Center,FALSE,1,TRUE,36-45,Rainy
Tuesday,22:24,22:12,Lunch,4,48,84.43,Male,Window,TRUE,4,TRUE,46-55,Rainy
Saturday,10:39,10:26,Breakfast,1,47,65.55,Other,Center,TRUE,4,TRUE,65+,Sunny
Friday,15:27,17:20,Lunch,4,173,121.15,Female,Window,TRUE,3,FALSE,56-65,Snowy
Saturday,14:33,14:16,Breakfast,5,43,93.8,Other,Patio,TRUE,4,TRUE,18-25,Rainy
Friday,12:51,12:40,Lunch,4,49,43.86,Other,Center,TRUE,2,TRUE,18-25,Snowy
Sunday,10:45,12:35,Dinner,1,170,141.55,Other,Window,TRUE,3,FALSE,46-55,Rainy
Tuesday,15:02,17:30,Breakfast,4,148,132.7,Other,Center,FALSE,5,TRUE,36-45,Sunny
Thursday,19:54,20:15,Dinner,5,81,87.62,Male,Patio,TRUE,5,FALSE,26-35,Rainy
Monday,10:35,10:08,Breakfast,2,33,63.65,Male,Center,FALSE,1,TRUE,18-25,Rainy
Saturday,21:02,23:43,Lunch,6,161,113.47,Female,Center,TRUE,3,FALSE,36-45,Snowy
Wednesday,19:54,20:41,Lunch,1,107,118.13,Other,Patio,TRUE,3,TRUE,65+,Sunny
Tuesday,18:50,18:43,Lunch,3,53,57.53,Female,Window,TRUE,3,TRUE,65+,Cloudy
Sunday,10:48,10:26,Breakfast,3,38,55.89,Other,Window,TRUE,5,TRUE,36-45,Sunny
Friday,14:14,15:53,Lunch,3,99,87.61,Male,Window,FALSE,3,TRUE,36-45,Sunny
Sunday,13:29,13:03,Dinner,6,34,47.68,Male,Window,TRUE,5,TRUE,46-55,Sunny
Saturday,16:32,17:52,Dinner,5,80,67.7,Other,Window,FALSE,1,FALSE,36-45,Sunny
Friday,18:46,20:40,Lunch,5,174,123.62,Male,Patio,FALSE,3,TRUE,18-25,Snowy
Tuesday,13:41,14:33,Dinner,2,112,120.75,Female,Patio,TRUE,5,TRUE,56-65,Rainy
Friday,14:16,14:10,Lunch,2,54,54.88,Male,Center,FALSE,2,FALSE,56-65,Rainy
Friday,09:22,11:26,Breakfast,2,124,110.07,Male,Window,TRUE,5,FALSE,46-55,Snowy
Saturday,21:14,23:10,Breakfast,5,176,205.85,Other,Window,TRUE,5,TRUE,56-65,Cloudy
Monday,13:58,15:12,Lunch,1,134,110.69,Female,Window,FALSE,5,FALSE,65+,Snowy
Sunday,22:42,24:33:00,Breakfast,4,171,131.31,Female,Patio,FALSE,3,TRUE,36-45,Cloudy
Tuesday,10:09,12:51,Breakfast,3,162,139.51,Male,Window,TRUE,5,FALSE,65+,Sunny
Thursday,10:23,12:40,Lunch,2,137,145.65,Male,Window,FALSE,4,TRUE,36-45,Cloudy
Tuesday,17:34,18:32,Dinner,6,118,69.82,Female,Center,FALSE,1,FALSE,18-25,Rainy
Wednesday,18:28,20:18,Lunch,1,170,145.81,Other,Window,TRUE,5,FALSE,26-35,Cloudy
Saturday,08:14,09:54,Breakfast,4,100,89.6,Other,Patio,FALSE,1,TRUE,36-45,Rainy
Sunday,13:20,14:01,Dinner,6,101,87.84,Other,Center,TRUE,3,FALSE,36-45,Cloudy
Wednesday,09:12,10:15,Breakfast,3,63,47.8,Other,Window,FALSE,3,TRUE,65+,Sunny
Tuesday,09:59,10:47,Breakfast,4,108,131.98,Other,Patio,FALSE,4,TRUE,56-65,Rainy
Sunday,14:27,14:19,Breakfast,3,52,46.5,Other,Patio,TRUE,1,TRUE,18-25,Sunny
Friday,09:04,11:06,Breakfast,4,122,110.33,Other,Patio,FALSE,4,TRUE,26-35,Rainy
Sunday,19:41,20:16,Dinner,1,95,109.98,Female,Center,TRUE,5,TRUE,65+,Cloudy
Thursday,10:55,11:36,Lunch,4,101,89.05,Female,Patio,TRUE,4,FALSE,46-55,Sunny
Monday,18:04,21:04,Dinner,4,180,125.14,Male,Patio,FALSE,2,FALSE,26-35,Sunny
Tuesday,15:45,17:01,Breakfast,1,136,119.74,Male,Center,TRUE,1,FALSE,26-35,Sunny
Monday,17:20,19:37,Breakfast,3,137,113.58,Other,Center,TRUE,1,TRUE,46-55,Snowy
Friday,21:33,22:17,Lunch,5,104,91.62,Female,Patio,FALSE,4,FALSE,65+,Snowy
Monday,12:06,12:01,Breakfast,4,55,67.83,Female,Patio,TRUE,3,TRUE,46-55,Sunny
Friday,15:41,17:33,Breakfast,2,172,118.94,Male,Center,TRUE,2,FALSE,65+,Rainy
Sunday,21:26,23:06,Lunch,4,160,150.23,Male,Center,TRUE,5,TRUE,65+,Sunny
Wednesday,18:36,20:27,Lunch,3,171,107.16,Other,Center,TRUE,1,FALSE,36-45,Cloudy
Saturday,19:46,20:19,Dinner,3,93,79.19,Other,Patio,FALSE,1,FALSE,26-35,Snowy
Saturday,13:01,13:56,Dinner,5,55,73.23,Female,Patio,TRUE,1,TRUE,46-55,Cloudy
Thursday,15:53,15:25,Lunch,6,32,64.05,Female,Center,TRUE,1,FALSE,36-45,Rainy
Monday,19:46,21:17,Dinner,6,151,146.19,Female,Patio,TRUE,3,TRUE,65+,Cloudy
Thursday,21:54,22:21,Lunch,3,87,96.83,Female,Center,FALSE,5,TRUE,65+,Cloudy
Tuesday,12:07,14:16,Dinner,4,129,146.68,Other,Window,TRUE,4,TRUE,56-65,Snowy
Tuesday,11:15,12:07,Dinner,2,112,84.69,Other,Center,FALSE,5,FALSE,18-25,Rainy
Saturday,15:53,15:25,Breakfast,5,32,47.07,Other,Patio,FALSE,5,TRUE,46-55,Sunny
Saturday,22:41,23:54,Dinner,3,73,78.36,Female,Window,FALSE,4,TRUE,26-35,Snowy
Tuesday,17:46,19:05,Breakfast,3,139,155.31,Male,Patio,FALSE,5,TRUE,65+,Rainy
Monday,10:17,10:16,Dinner,1,59,47.43,Other,Patio,FALSE,4,FALSE,46-55,Cloudy
Monday,09:04,11:12,Dinner,5,128,98.48,Male,Patio,FALSE,3,FALSE,65+,Sunny
Friday,15:35,16:47,Lunch,4,72,91.94,Female,Center,FALSE,3,TRUE,46-55,Cloudy
Saturday,22:23,23:03,Breakfast,5,100,101.07,Female,Patio,FALSE,5,TRUE,56-65,Cloudy
Sunday,09:55,10:12,Dinner,6,77,129.26,Other,Patio,TRUE,4,TRUE,36-45,Sunny
Wednesday,14:48,15:56,Lunch,5,68,70.77,Male,Patio,FALSE,2,FALSE,65+,Cloudy
Wednesday,08:38,09:13,Lunch,6,95,76.07,Other,Center,TRUE,1,FALSE,18-25,Rainy
Sunday,18:14,20:05,Dinner,1,171,141.19,Other,Window,FALSE,2,TRUE,56-65,Snowy
Friday,22:19,22:59,Dinner,2,40,83.83,Female,Center,FALSE,5,FALSE,26-35,Sunny
Friday,20:35,21:50,Lunch,1,75,55.26,Other,Center,FALSE,2,TRUE,26-35,Rainy
Sunday,10:34,11:18,Dinner,1,104,91.77,Female,Window,TRUE,1,FALSE,46-55,Snowy
Sunday,19:50,20:25,Lunch,1,95,103.3,Female,Window,TRUE,5,FALSE,36-45,Rainy
Tuesday,09:13,10:06,Breakfast,4,113,116.7,Other,Window,TRUE,2,FALSE,26-35,Snowy
Thursday,14:10,14:47,Breakfast,2,37,49.93,Female,Center,TRUE,1,FALSE,18-25,Sunny
Tuesday,10:48,11:47,Lunch,3,119,104.08,Female,Patio,FALSE,3,TRUE,26-35,Sunny
Thursday,22:49,23:53,Lunch,1,64,54.35,Other,Center,FALSE,5,FALSE,56-65,Snowy
Tuesday,13:25,13:12,Dinner,5,47,85.09,Other,Window,FALSE,5,FALSE,46-55,Rainy
Wednesday,11:49,11:20,Breakfast,2,31,37.75,Other,Patio,FALSE,1,FALSE,46-55,Sunny
Monday,21:37,21:27,Dinner,5,50,45.74,Male,Window,FALSE,2,TRUE,26-35,Rainy
Monday,09:40,10:37,Breakfast,6,117,125.71,Other,Patio,TRUE,5,TRUE,65+,Snowy
Sunday,22:41,23:15,Dinner,5,94,128.7,Male,Patio,TRUE,4,TRUE,18-25,Cloudy
Sunday,16:06,16:45,Dinner,4,39,41.86,Other,Center,TRUE,3,TRUE,46-55,Sunny
Wednesday,17:34,19:00,Dinner,5,146,155.53,Male,Center,TRUE,5,TRUE,56-65,Cloudy
Thursday,09:23,09:19,Lunch,2,56,98.67,Female,Window,FALSE,5,TRUE,18-25,Rainy
Saturday,13:35,15:09,Dinner,1,154,150.28,Male,Center,FALSE,4,FALSE,46-55,Cloudy
Thursday,11:58,11:50,Dinner,4,52,45.76,Other,Window,FALSE,3,TRUE,65+,Cloudy
Wednesday,17:02,18:16,Lunch,5,74,66,Male,Patio,FALSE,3,FALSE,65+,Snowy
Friday,19:44,20:45,Lunch,1,61,66.74,Female,Window,FALSE,1,FALSE,56-65,Rainy
Monday,17:41,19:10,Dinner,2,149,139.92,Male,Patio,FALSE,4,TRUE,65+,Snowy
Thursday,09:55,10:25,Breakfast,5,90,108.67,Female,Patio,FALSE,2,TRUE,18-25,Sunny
Wednesday,18:52,20:37,Breakfast,2,165,122.14,Female,Center,TRUE,2,FALSE,46-55,Cloudy
Friday,12:14,13:51,Breakfast,5,97,146.14,Male,Window,TRUE,5,TRUE,46-55,Sunny
Sunday,19:20,20:10,Lunch,2,110,121.56,Other,Window,TRUE,5,FALSE,46-55,Cloudy
Saturday,19:08,20:24,Breakfast,6,76,99.55,Female,Patio,FALSE,5,FALSE,65+,Sunny
Tuesday,17:13,17:04,Breakfast,3,51,44.43,Other,Center,FALSE,4,FALSE,36-45,Snowy
Sunday,20:27,20:57,Lunch,3,30,38.26,Female,Window,FALSE,5,FALSE,36-45,Sunny
Sunday,16:36,18:38,Dinner,6,122,113.87,Female,Patio,TRUE,5,TRUE,56-65,Rainy
Tuesday,16:57,17:35,Breakfast,3,98,100.29,Other,Patio,TRUE,1,TRUE,26-35,Rainy
Saturday,10:34,12:17,Lunch,3,163,124.53,Male,Window,FALSE,5,FALSE,65+,Cloudy
Tuesday,11:24,11:54,Lunch,6,30,31.93,Other,Patio,TRUE,2,TRUE,26-35,Snowy
Sunday,15:23,17:27,Dinner,3,124,103.32,Male,Window,TRUE,2,TRUE,18-25,Rainy
Tuesday,08:26,08:11,Dinner,2,45,89.31,Other,Patio,FALSE,5,TRUE,18-25,Snowy
Wednesday,19:05,21:07,Dinner,3,122,127.43,Female,Window,FALSE,4,TRUE,56-65,Rainy
Monday,16:29,17:23,Lunch,6,114,85.5,Female,Center,TRUE,3,TRUE,65+,Cloudy
Tuesday,09:07,10:34,Lunch,4,87,74.6,Other,Patio,TRUE,1,FALSE,56-65,Sunny
Thursday,13:10,14:33,Dinner,3,83,92.83,Other,Patio,FALSE,5,FALSE,46-55,Sunny
Sunday,12:44,14:27,Lunch,4,163,163.66,Female,Patio,TRUE,4,TRUE,18-25,Sunny
Saturday,12:54,13:30,Lunch,4,96,146.49,Female,Center,TRUE,4,TRUE,46-55,Cloudy
Thursday,20:03,22:14,Breakfast,1,131,117,Female,Patio,TRUE,3,TRUE,65+,Cloudy
Saturday,22:07,23:53,Breakfast,6,106,149.99,Other,Window,TRUE,4,TRUE,46-55,Cloudy
Thursday,17:56,17:28,Breakfast,4,32,41.17,Female,Patio,FALSE,4,FALSE,36-45,Sunny
Wednesday,18:55,20:23,Dinner,5,148,92.96,Female,Center,FALSE,1,FALSE,46-55,Sunny
Thursday,19:03,20:06,Lunch,6,63,76.55,Male,Center,FALSE,2,TRUE,65+,Rainy
Monday,12:26,14:40,Lunch,4,134,122.92,Male,Patio,FALSE,5,FALSE,56-65,Sunny
Sunday,22:57,23:40,Lunch,1,103,111.93,Male,Center,FALSE,4,TRUE,36-45,Cloudy
Wednesday,11:14,13:46,Dinner,6,152,108.33,Female,Window,FALSE,2,FALSE,65+,Snowy
Tuesday,20:50,22:36,Breakfast,5,166,112.66,Other,Patio,FALSE,2,FALSE,36-45,Rainy
Tuesday,16:59,16:40,Breakfast,5,41,57.23,Other,Window,FALSE,2,FALSE,65+,Snowy
Tuesday,11:03,12:55,Breakfast,1,112,77,Female,Center,FALSE,3,TRUE,36-45,Snowy
Friday,22:22,24:14:00,Dinner,2,172,154.38,Female,Center,FALSE,1,TRUE,46-55,Cloudy
Monday,13:01,15:22,Dinner,4,141,168.52,Other,Center,TRUE,4,TRUE,26-35,Snowy
Sunday,20:08,21:24,Dinner,2,76,61.79,Other,Patio,FALSE,2,TRUE,26-35,Rainy
Saturday,14:58,14:47,Dinner,4,49,57.39,Male,Window,FALSE,2,FALSE,65+,Rainy
Saturday,21:24,22:37,Breakfast,3,73,121.71,Female,Window,TRUE,4,TRUE,65+,Cloudy
Sunday,20:50,22:08,Dinner,4,138,100.9,Other,Window,FALSE,2,FALSE,56-65,Cloudy
Wednesday,10:57,12:45,Lunch,4,168,122.33,Other,Window,TRUE,2,TRUE,56-65,Rainy
Thursday,09:02,09:55,Breakfast,4,53,91.18,Male,Center,TRUE,1,TRUE,26-35,Rainy
Thursday,09:48,09:32,Dinner,2,44,73.25,Male,Patio,TRUE,5,FALSE,56-65,Sunny
Tuesday,11:48,12:33,Lunch,1,105,137.76,Other,Patio,TRUE,4,TRUE,46-55,Snowy
Monday,21:39,23:56,Lunch,6,137,100.92,Female,Center,TRUE,2,FALSE,36-45,Cloudy
Monday,18:44,19:59,Lunch,1,75,109.76,Other,Patio,TRUE,4,FALSE,56-65,Cloudy
Wednesday,18:51,20:03,Breakfast,6,132,103.54,Other,Center,TRUE,4,FALSE,56-65,Sunny
Friday,16:53,17:14,Lunch,4,81,73.99,Other,Center,FALSE,5,TRUE,18-25,Cloudy
Saturday,20:44,21:19,Breakfast,4,95,82.74,Other,Center,FALSE,1,TRUE,65+,Snowy
Wednesday,19:56,20:03,Dinner,3,67,106.93,Male,Patio,FALSE,4,TRUE,46-55,Snowy
Saturday,18:37,20:57,Breakfast,1,140,150.14,Female,Window,TRUE,5,FALSE,26-35,Cloudy
Monday,16:59,16:49,Dinner,5,50,70.81,Female,Window,TRUE,4,FALSE,36-45,Snowy
Saturday,22:08,23:00,Breakfast,1,112,102.69,Other,Center,TRUE,3,TRUE,56-65,Sunny
Wednesday,13:02,14:31,Dinner,4,89,82.92,Male,Window,FALSE,2,FALSE,18-25,Snowy
Monday,08:55,09:24,Lunch,2,89,99.27,Other,Window,FALSE,2,TRUE,56-65,Rainy
Sunday,11:34,11:24,Lunch,3,50,62.5,Other,Window,TRUE,4,TRUE,56-65,Sunny
Saturday,10:02,11:43,Lunch,6,101,74.18,Other,Center,TRUE,3,FALSE,36-45,Sunny
Friday,19:28,21:41,Lunch,6,133,109.94,Other,Center,TRUE,2,FALSE,18-25,Snowy
Friday,16:59,17:32,Lunch,6,93,79.81,Other,Patio,FALSE,2,TRUE,26-35,Sunny
Saturday,20:26,22:10,Lunch,4,164,167.64,Male,Window,TRUE,5,TRUE,18-25,Cloudy
Saturday,15:34,17:37,Dinner,5,123,97.68,Other,Center,FALSE,2,FALSE,18-25,Sunny
Saturday,22:04,23:40,Lunch,5,96,98.79,Female,Patio,TRUE,1,FALSE,18-25,Sunny
Thursday,18:25,20:23,Dinner,5,178,160.86,Female,Patio,FALSE,5,TRUE,46-55,Rainy
Wednesday,22:58,23:09,Lunch,5,71,90.33,Male,Patio,FALSE,4,FALSE,65+,Cloudy
Friday,08:08,10:03,Dinner,3,175,148.11,Female,Window,TRUE,2,FALSE,56-65,Snowy
Monday,14:30,14:25,Breakfast,3,55,53.93,Other,Patio,TRUE,1,TRUE,26-35,Snowy
Thursday,22:24,23:28,Lunch,1,64,114.57,Female,Center,TRUE,5,TRUE,56-65,Snowy
Sunday,10:41,11:52,Lunch,5,71,72.15,Male,Center,TRUE,5,FALSE,56-65,Rainy
Thursday,19:28,19:00,Dinner,1,32,35.32,Other,Center,TRUE,2,FALSE,46-55,Cloudy
Monday,14:58,15:46,Breakfast,5,108,98.68,Male,Center,FALSE,1,FALSE,18-25,Snowy
Tuesday,17:52,18:03,Dinner,1,71,99.68,Male,Window,TRUE,4,FALSE,46-55,Sunny
Saturday,20:50,22:19,Lunch,2,149,110.23,Female,Patio,FALSE,5,FALSE,36-45,Cloudy
Thursday,22:28,24:07:00,Dinner,5,159,137.2,Other,Patio,TRUE,2,TRUE,56-65,Sunny
Tuesday,20:10,22:16,Lunch,2,126,99.2,Male,Window,TRUE,2,FALSE,18-25,Cloudy
Tuesday,18:55,18:41,Breakfast,4,46,79.16,Female,Center,TRUE,5,TRUE,65+,Rainy
Saturday,12:51,12:42,Breakfast,4,51,87.62,Female,Center,FALSE,5,FALSE,65+,Cloudy
Friday,22:28,24:58:00,Lunch,4,150,118.31,Other,Window,FALSE,2,TRUE,65+,Cloudy
Tuesday,18:36,20:23,Lunch,2,167,147.23,Female,Center,FALSE,2,TRUE,36-45,Rainy
Thursday,22:53,23:03,Breakfast,6,70,92.1,Female,Center,FALSE,4,TRUE,18-25,Cloudy
Thursday,15:25,15:55,Breakfast,1,30,43.16,Male,Window,TRUE,3,FALSE,46-55,Snowy
Saturday,19:35,20:51,Dinner,3,76,89.26,Female,Patio,FALSE,1,TRUE,56-65,Cloudy
Friday,19:25,19:20,Lunch,6,55,41.42,Male,Patio,FALSE,1,FALSE,36-45,Sunny
Thursday,19:16,21:01,Breakfast,4,165,106.23,Female,Center,FALSE,1,FALSE,46-55,Cloudy
Saturday,22:27,24:18:00,Lunch,6,171,132.87,Female,Window,TRUE,2,TRUE,26-35,Cloudy
Tuesday,08:41,09:32,Dinner,2,111,123.75,Female,Window,TRUE,4,TRUE,46-55,Sunny
Monday,14:19,15:20,Dinner,3,61,66.5,Female,Patio,TRUE,3,FALSE,36-45,Snowy
Sunday,22:55,24:22:00,Breakfast,5,147,177.8,Male,Center,TRUE,4,TRUE,36-45,Rainy
Wednesday,21:51,21:36,Lunch,2,45,77.68,Female,Center,TRUE,5,TRUE,56-65,Cloudy
Wednesday,08:59,08:32,Lunch,4,33,83.48,Female,Center,TRUE,4,TRUE,46-55,Snowy
Thursday,18:11,18:41,Breakfast,5,30,51.27,Other,Patio,FALSE,4,FALSE,65+,Cloudy
Saturday,09:29,09:19,Lunch,1,50,62.24,Female,Patio,FALSE,2,TRUE,36-45,Cloudy
Saturday,09:10,09:05,Dinner,2,55,45.54,Female,Window,FALSE,4,FALSE,18-25,Rainy
Sunday,10:49,12:21,Lunch,3,152,99.81,Other,Window,FALSE,2,FALSE,36-45,Snowy
Friday,14:34,16:12,Dinner,4,158,129.25,Male,Patio,FALSE,4,FALSE,36-45,Sunny
Friday,11:40,12:41,Breakfast,1,61,90.9,Male,Window,TRUE,3,TRUE,56-65,Cloudy
Tuesday,22:09,23:13,Breakfast,6,64,84.37,Male,Window,TRUE,5,TRUE,26-35,Sunny
Saturday,13:30,14:32,Dinner,4,62,63.2,Female,Center,FALSE,1,TRUE,26-35,Sunny
Thursday,08:31,09:41,Breakfast,3,70,97.47,Other,Window,TRUE,4,TRUE,46-55,Sunny
Saturday,13:49,15:36,Dinner,5,167,126.9,Male,Window,TRUE,5,FALSE,36-45,Snowy
Sunday,22:26,24:18:00,Breakfast,6,172,145.53,Female,Center,FALSE,4,FALSE,56-65,Sunny
Monday,09:39,10:24,Dinner,5,105,84.41,Other,Patio,FALSE,1,FALSE,36-45,Cloudy
